word,human_count,machine_count,human_rate,machine_rate,dominant_class,dominance_ratio,chi2,p_value,significant
yokukhalaza,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
amamasipala,0,15,0.0,0.001836,machine,inf,13.1421,0.000289,True
uzoshicilela,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
yidla,48,0,0.005849,0.0,human,inf,45.9436,0.0,True
phenyo,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
ngokuhloniphana,0,7,0.0,0.000857,machine,inf,5.1722,0.022951,True
esiyokhishwa,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
bengaba,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
bukhanya,0,9,0.0,0.001102,machine,inf,7.1513,0.007491,True
abavulelekile,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
liyokhishwa,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
lamabutho,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
isitshizi,15,0,0.001828,0.0,human,inf,13.0155,0.000309,True
engonweni,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
isiponji,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
nokuxhashazwa,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
customs,13,0,0.001584,0.0,human,inf,11.0316,0.000896,True
fees,0,46,0.0,0.00563,machine,inf,44.3501,0.0,True
sikhanselwe,0,7,0.0,0.000857,machine,inf,5.1722,0.022951,True
isifanekiso,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
abanezimfuno,0,7,0.0,0.000857,machine,inf,5.1722,0.022951,True
nokulandelwa,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
ekumele,20,0,0.002437,0.0,human,inf,17.9863,2.2e-05,True
lionel,0,9,0.0,0.001102,machine,inf,7.1513,0.007491,True
ngongqongqoshe,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
akhonjwe,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
owner,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
onjena,55,0,0.006702,0.0,human,inf,52.9526,0.0,True
esingenalayisensi,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
ukaputeni,15,0,0.001828,0.0,human,inf,13.0155,0.000309,True
izithibelo,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
angafani,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
tourism,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
engabhaliwe,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
uyawaphatha,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
ziyaqhamuka,0,7,0.0,0.000857,machine,inf,5.1722,0.022951,True
nokusina,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
kuyisu,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
kokuthathu,21,0,0.002559,0.0,human,inf,18.9818,1.3e-05,True
obhemayo,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
owayesebenzisa,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
obuphikisayo,18,0,0.002193,0.0,human,inf,15.9965,6.3e-05,True
zithenge,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
imisele,16,0,0.00195,0.0,human,inf,14.0086,0.000182,True
eyahlukile,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
ehlwempu,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
simemezele,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
anentshisekelo,18,0,0.002193,0.0,human,inf,15.9965,6.3e-05,True
exubile,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
afakelwe,11,0,0.00134,0.0,human,inf,9.0519,0.002624,True
ezazihlinzeka,0,11,0.0,0.001346,machine,inf,9.1423,0.002498,True
yisibophezelo,12,0,0.001462,0.0,human,inf,10.0411,0.001531,True
amasilinda,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
nemishanguzo,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
zezizimi,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
ukulekelela,11,0,0.00134,0.0,human,inf,9.0519,0.002624,True
sokuhlunyeleliswa,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
kumibuzo,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
ewumhlaba,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
lesisifo,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
kwensimu,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
ozibhalisile,31,0,0.003777,0.0,human,inf,28.9518,0.0,True
wesithombe,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
ahlekisayo,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
ezinganqunywa,15,0,0.001828,0.0,human,inf,13.0155,0.000309,True
sengiphetha,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
siphiwe,0,21,0.0,0.00257,machine,inf,19.1628,1.2e-05,True
njengesaziso,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
ngamashumi,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
kuyiholide,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
pamphlet,0,7,0.0,0.000857,machine,inf,5.1722,0.022951,True
iyaziwa,0,14,0.0,0.001714,machine,inf,12.1407,0.000493,True
njengomklami,0,7,0.0,0.000857,machine,inf,5.1722,0.022951,True
yekapa,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
izinongo,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
banombono,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
so,75,0,0.009139,0.0,human,inf,73.0141,0.0,True
wokwesula,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
evama,11,0,0.00134,0.0,human,inf,9.0519,0.002624,True
kugcineke,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
kwemiqondo,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
ozawuthengisa,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
bakuqonde,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
obuqoshwe,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
ngiyaye,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
walahlwa,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
kahulu,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
awakhe,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
ephokophelele,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
phothi,0,21,0.0,0.00257,machine,inf,19.1628,1.2e-05,True
ezise,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
emela,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
ngokuthathela,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
ebhekwa,0,14,0.0,0.001714,machine,inf,12.1407,0.000493,True
usokontileka,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
wazithokozisa,0,8,0.0,0.000979,machine,inf,6.1597,0.013069,True
labaqondisi,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
nesishayamthetho,12,0,0.001462,0.0,human,inf,10.0411,0.001531,True
kuzwekazi,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
eziphambana,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
kubazimele,0,11,0.0,0.001346,machine,inf,9.1423,0.002498,True
kwesinxephezelo,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
lwentando,25,0,0.003046,0.0,human,inf,22.9669,2e-06,True
kungaqokwa,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
uhlelomsebenzi,24,0,0.002924,0.0,human,inf,21.9702,3e-06,True
ngezimbewu,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
wezokenvironment,0,7,0.0,0.000857,machine,inf,5.1722,0.022951,True
sinesimemezelo,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
ubrendon,0,7,0.0,0.000857,machine,inf,5.1722,0.022951,True
ziphumelela,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
mitha,15,0,0.001828,0.0,human,inf,13.0155,0.000309,True
uyokhokhelwa,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
zinawo,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
mold,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
ezizelwe,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
nezidingonqangi,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
wemphakathi,0,11,0.0,0.001346,machine,inf,9.1423,0.002498,True
emileyo,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
ngokwaleka,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
senkokhelo,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
kozakwabo,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
bhulose,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
abekelwe,17,0,0.002071,0.0,human,inf,15.0023,0.000107,True
amahlelo,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
lesahluko,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
ispidi,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
anga,24,0,0.002924,0.0,human,inf,21.9702,3e-06,True
kuloludaba,15,0,0.001828,0.0,human,inf,13.0155,0.000309,True
kgonne,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
amalabhorothri,15,0,0.001828,0.0,human,inf,13.0155,0.000309,True
angaludlulisela,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
unyembezi,13,0,0.001584,0.0,human,inf,11.0316,0.000896,True
akwethamelayo,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
okuphenya,19,0,0.002315,0.0,human,inf,16.9912,3.8e-05,True
avama,20,0,0.002437,0.0,human,inf,17.9863,2.2e-05,True
uzosizakala,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
bekuzoba,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
abakhokheli,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
abajabule,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
nosomlomo,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
ngezinselele,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
zeziqephu,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
bezikhumulo,0,9,0.0,0.001102,machine,inf,7.1513,0.007491,True
zihanjiswa,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
baqoke,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
angakhuluma,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
wehlukile,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
anebanga,0,9,0.0,0.001102,machine,inf,7.1513,0.007491,True
dinyakwapã,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
kobuliminingi,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
angelashiwe,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
kwegautrain,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
yithonsi,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
zamaqhinga,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
abahlukumezekile,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
wezokukhiqiza,0,22,0.0,0.002693,machine,inf,20.1677,7e-06,True
emibango,14,0,0.001706,0.0,human,inf,12.0231,0.000525,True
kokomoya,0,9,0.0,0.001102,machine,inf,7.1513,0.007491,True
njengecala,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
lobo,32,0,0.003899,0.0,human,inf,29.95,0.0,True
sezinye,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
linike,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
uzalo,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
yimibono,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
nsimbi,0,8,0.0,0.000979,machine,inf,6.1597,0.013069,True
r300,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
basis,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
elusebenzisa,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
ukusindiswa,0,7,0.0,0.000857,machine,inf,5.1722,0.022951,True
germ,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
kokunika,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
nginesiqiniseko,23,0,0.002802,0.0,human,inf,20.9738,5e-06,True
nezandiso,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
njengezimoto,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
yokusebenzela,170,0,0.020714,0.0,human,inf,168.9982,0.0,True
wokukhuthazwa,12,0,0.001462,0.0,human,inf,10.0411,0.001531,True
obuhlobene,0,7,0.0,0.000857,machine,inf,5.1722,0.022951,True
logesi,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
ongoti,29,0,0.003534,0.0,human,inf,26.956,0.0,True
ngokwehluka,21,0,0.002559,0.0,human,inf,18.9818,1.3e-05,True
esilungele,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
kulwezi,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
kuhlinzekiwe,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
xvi,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
olulethiwe,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
yisheduli,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
wezokufundisa,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
nokwenqatshelwa,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
ungedluli,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
izimiselo,17,0,0.002071,0.0,human,inf,15.0023,0.000107,True
ekuthini,34,0,0.004143,0.0,human,inf,31.947,0.0,True
zomtholampilo,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
uzakulahlekelwa,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
kusetshenzelwa,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
ekuqhutshweni,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
elihlolayo,22,0,0.002681,0.0,human,inf,19.9776,8e-06,True
zisekele,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
model,0,15,0.0,0.001836,machine,inf,13.1421,0.000289,True
ka1987,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
platforms,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
bemigodi,0,8,0.0,0.000979,machine,inf,6.1597,0.013069,True
nokazwelonke,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
esihlanganiswe,0,9,0.0,0.001102,machine,inf,7.1513,0.007491,True
kohlangothi,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
singedlulisa,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
njengomsulwa,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
emsebenzi,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
zebt,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
organization,0,10,0.0,0.001224,machine,inf,8.1457,0.004316,True
okuvinjwe,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
issc,0,8,0.0,0.000979,machine,inf,6.1597,0.013069,True
soybean,0,8,0.0,0.000979,machine,inf,6.1597,0.013069,True
ukuthuma,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
zenuzi,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
akungavumeli,0,7,0.0,0.000857,machine,inf,5.1722,0.022951,True
kwemisele,14,0,0.001706,0.0,human,inf,12.0231,0.000525,True
okukhanya,0,20,0.0,0.002448,machine,inf,18.1582,2e-05,True
ompofu,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
kuk,0,18,0.0,0.002203,machine,inf,16.1503,5.9e-05,True
ugingqe,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
ngamalinge,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
ezizokwenziwa,0,48,0.0,0.005875,machine,inf,46.3696,0.0,True
kwabazisebenzayo,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
kumaphepha,0,7,0.0,0.000857,machine,inf,5.1722,0.022951,True
zemibuso,15,0,0.001828,0.0,human,inf,13.0155,0.000309,True
esiyisebenzisayo,0,8,0.0,0.000979,machine,inf,6.1597,0.013069,True
zidalile,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
njengomntwana,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
iselula,11,0,0.00134,0.0,human,inf,9.0519,0.002624,True
ngomabhalane,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
babandakanywe,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
elengamele,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
bahlupheka,0,45,0.0,0.005508,machine,inf,43.3406,0.0,True
ukubekela,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
ofika,15,0,0.001828,0.0,human,inf,13.0155,0.000309,True
kwesigatshana,310,0,0.037773,0.0,human,inf,312.5259,0.0,True
yokuqoka,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
bandla,39,0,0.004752,0.0,human,inf,36.9423,0.0,True
ngonogada,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
bakamatikuletsheni,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
sokuvinjelwa,0,8,0.0,0.000979,machine,inf,6.1597,0.013069,True
zikamanyolo,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
eziyingcosana,15,0,0.001828,0.0,human,inf,13.0155,0.000309,True
angakusula,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
zekhwalithi,0,9,0.0,0.001102,machine,inf,7.1513,0.007491,True
bandakanya,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
eriphabhlikhi,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
okuyizidingo,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
wemukela,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
esokuqala,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
akucabangayo,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
echezile,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
ungasisiza,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
zitshalwe,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
uyisikhumbuzo,0,8,0.0,0.000979,machine,inf,6.1597,0.013069,True
imibuthano,11,0,0.00134,0.0,human,inf,9.0519,0.002624,True
kunovemba,0,42,0.0,0.005141,machine,inf,40.3129,0.0,True
iphoqe,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
ukwebiwa,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
emasini,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
benomthelela,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
wezingulube,23,0,0.002802,0.0,human,inf,20.9738,5e-06,True
bakhohlelela,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
ezoqala,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
ilegista,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
sibhekise,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
zinjalo,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
amapiano,0,21,0.0,0.00257,machine,inf,19.1628,1.2e-05,True
nanokuthi,47,0,0.005727,0.0,human,inf,44.9429,0.0,True
ukumunceka,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
ezokuba,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
emapayipini,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
okuqoshwe,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
ngezamabhizinisi,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
umalaleveva,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
iyonikezwa,13,0,0.001584,0.0,human,inf,11.0316,0.000896,True
ukuhlatshwa,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
sinikezele,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
kwesiqephu,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
hydro,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
ezinephukile,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
zikathandi,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
juni,33,0,0.004021,0.0,human,inf,30.9484,0.0,True
wezingxenye,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
wathokoziswa,0,7,0.0,0.000857,machine,inf,5.1722,0.022951,True
sikhansela,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
aluthathe,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
lasezimbabwe,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
ukuthikamezeka,14,0,0.001706,0.0,human,inf,12.0231,0.000525,True
bahlulekile,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
ziqhakaza,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
ezibhekela,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
nezokuhlola,0,8,0.0,0.000979,machine,inf,6.1597,0.013069,True
kusifunda,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
ukuzisebenzela,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
kulayisensi,14,0,0.001706,0.0,human,inf,12.0231,0.000525,True
ukhomishani,79,0,0.009626,0.0,human,inf,77.0326,0.0,True
rnav,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
leminyango,13,0,0.001584,0.0,human,inf,11.0316,0.000896,True
engashaya,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
sihambelana,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
ukwembuleleka,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
zebhajethi,0,14,0.0,0.001714,machine,inf,12.1407,0.000493,True
umniniyo,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
yemethrikhi,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
wokwehla,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
bomkhumbi,14,0,0.001706,0.0,human,inf,12.0231,0.000525,True
ukuklelisa,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
qekelele,11,0,0.00134,0.0,human,inf,9.0519,0.002624,True
bezehlakalo,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
kulenqubo,20,0,0.002437,0.0,human,inf,17.9863,2.2e-05,True
kukhomishana,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
kohobhane,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
owethula,13,0,0.001584,0.0,human,inf,11.0316,0.000896,True
ukuqoqana,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
ufundwa,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
silinganiso,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
izingqalasizinda,48,0,0.005849,0.0,human,inf,45.9436,0.0,True
angisho,15,0,0.001828,0.0,human,inf,13.0155,0.000309,True
yemagistrate,0,7,0.0,0.000857,machine,inf,5.1722,0.022951,True
bafakele,13,0,0.001584,0.0,human,inf,11.0316,0.000896,True
ezingenisiwe,0,9,0.0,0.001102,machine,inf,7.1513,0.007491,True
kuphumelelwe,0,8,0.0,0.000979,machine,inf,6.1597,0.013069,True
kunhlawulo,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
uusain,0,41,0.0,0.005018,machine,inf,39.3039,0.0,True
iyehla,14,0,0.001706,0.0,human,inf,12.0231,0.000525,True
esingenayo,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
uyokwenza,28,0,0.003412,0.0,human,inf,25.9584,0.0,True
ezingasebenzeli,27,0,0.00329,0.0,human,inf,24.961,1e-06,True
elebhu,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
ebudeni,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
nobuliminingi,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
lendebe,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
symptoms,0,20,0.0,0.002448,machine,inf,18.1582,2e-05,True
koketshezi,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
zalapha,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
eboshelwe,14,0,0.001706,0.0,human,inf,12.0231,0.000525,True
akade,21,0,0.002559,0.0,human,inf,18.9818,1.3e-05,True
isamanisi,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
kwebrithani,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
yijuwela,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
imbuya,14,0,0.001706,0.0,human,inf,12.0231,0.000525,True
amaphasela,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
sezibalo,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
sibuke,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
ubakhathaza,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
wolimo,19,0,0.002315,0.0,human,inf,16.9912,3.8e-05,True
kwesishado,0,13,0.0,0.001591,machine,inf,11.1401,0.000845,True
ngayedwa,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
zingalungile,0,8,0.0,0.000979,machine,inf,6.1597,0.013069,True
bamalayisensi,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
ingafinyelelwa,0,10,0.0,0.001224,machine,inf,8.1457,0.004316,True
esimise,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
ezinempumelelo,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
wobuphoyisa,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
nokuphatheka,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
izothinta,0,8,0.0,0.000979,machine,inf,6.1597,0.013069,True
nezisetshenziswa,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
kuxhunyanwe,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
eyisibambiso,21,0,0.002559,0.0,human,inf,18.9818,1.3e-05,True
ebufakazini,15,0,0.001828,0.0,human,inf,13.0155,0.000309,True
sinxusa,11,0,0.00134,0.0,human,inf,9.0519,0.002624,True
ukwabelwa,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
eyisendlalelo,45,0,0.005483,0.0,human,inf,42.9418,0.0,True
sizochithwa,14,0,0.001706,0.0,human,inf,12.0231,0.000525,True
emafikeng,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
isabiwomali,28,0,0.003412,0.0,human,inf,25.9584,0.0,True
banokufinyelela,0,13,0.0,0.001591,machine,inf,11.1401,0.000845,True
kunomkhawulo,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
efameni,0,14,0.0,0.001714,machine,inf,12.1407,0.000493,True
esitulweni,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
yinsizakalo,0,7,0.0,0.000857,machine,inf,5.1722,0.022951,True
ngengxa,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
kwamadlelo,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
wohlaziyo,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
wecovid,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
amd,0,19,0.0,0.002326,machine,inf,17.1541,3.4e-05,True
